No;username;komentar;pariwisata;kategori
527;YantiResia;Banyuwangi punya sederet pantai-pantai yang indah yang belum banyak orang tahu.Rajegwesi salah satunya.Saran saya untuk para wisatawan, jangan buang sampah sembarangan & jaga kebersihan pantai agar selalu indah.;7;3
528;ahmad_rokhim;terletak di taman nasional meru betiri. Ada penduduk di sekitaran pantai yang mata pencahariannya sebagai nelyan, jika ingin membeli ikan layak di pantai ini karena ikannya di jamin masih fresh karena nelayan melaut d pagi hari dan pulangnya siang. deretan perahu nelayan menambah keindahan pantai ini. didukung oleh kerahmataan warga sekitar semaikin betah untk berlama-lama di sini;7;1
529;Safan Capri;Saya mengunjungi Teluk Hijau (Green Bay) pada Karang Taruna Masyarakat Ekowisata Rajegwesi (KaTaMER) di daerah Banyuwangi pada Sabtu siang, 11 Jul 2015. Mayoritas penduduk Rajegwesi adalah nelayan, sebab mereka hidup di pinggir laut. Selain itu, masyarakat sekitar juga melayani pelancong yang ingin menggunakan jasa mereka untuk mencapai Teluk Hijau (Green Bay) dengan perahu nelayan. Teluk Hijau (Green Bay) juga bisa ditempuh dengan tracking jalan kaki sekitar 1 km dengan jalan berbatu dan naik turun melewati jalan perbukitan. Pemandangan di Teluk Hijau (Green Bay) sangat indah dan eksotis. Rekomendasi untuk rekreasi ke tempat wisata ini.;7;1
530;Lewipurn0368;Pantai Rajegwesi cukup indah, namun jalan menuju pantai ini dari cukup jauh dan rusak, dan dari pantai inilah akses naik perahu ke teluk Hijau yang bersebelahan dengan pantai ini, buat saya pantai ini saja sudah indah dengan pemandangan karang dan laut biru serta aktifitas perahu perahu;7;3
531;Billycakep;Pantainya bagus dan masih perawan Terletak di tengah hutan yang asri.Banyak bunga, tanaman coklat serta pohon khas hutan tropis dengan posisi agak miring di sepanjang perjalanan menuju le pantai.Sayangnya jalanan menuju kesana masih belum selesai di aspal.Banyak lubang dan kerikil;7;1
532;Cyclopps;Pantai yang biasa saja.... tidak terlalu bagus.... Namun bisa dijadikan alternatif untuk jalan-jalan ketika berada di daerah sana. Namun bukan yang menjadi paling utama untuk dikunjungi,;7;2
533;tjutjukbs;Lokasi pantai dikelilingi hutan yang hijau dan sangat rindang. Pasir pantai tidak berwarna putih atau hitam tapi berwarna coklat karena terbentuk oleh endapan lumpur dari banjir di muara sungai .Alamnya masih asli. Ombaknya tidak ganas jadi biasa saja .Kita disuguhi pemandangan alam yang orisinil.Perhatikan waktu matahari terbit atau tenggelam indah sekali.;7;2
534;Yoga Efendi (Tour Guide);Saya membawa klien dari Spanyol ke pantai ini. Hanya dalam perjalanan ke 8 oleh Jeep.  Anda perlu jip ke tempat ini dari Kalibaru dan kemudian melalui hutan.;7;1
535;senlow61;Green Bay memiliki pantai kecil yang indah dan terpencil.;7;3
536;Grand_Dion;Pantai terdekat dari 10 cukup bagus. Karena belum terkenal belum banyak turis datang ketika saya mengunjungi pantai ini. Ini yang paling dekat dengan 10. Siapkan banyak waktu jika Anda ingin mengunjungi pantai ini. Medan jalannya cukup menantang,;7;1
537;Rendra Hertiadhi;Pantai Rajegwesi di Meru Betiri merupakan salah satu objek wisata utama di taman nasional. Berbeda dari pantai lain di dalam taman, sangat mudah untuk akses ke Rajegwesi. Anda akan tiba di pantai ini sebelum pantai lainnya seperti teluk hijau Bay.  Di pantai ini terdapat desa nelayan. Anda dapat menyewa perahu untuk memancing atau hanya berjalan-jalan di Teluk.  Ada kafe kecil yang menyajikan hidangan laut yang lezat. Ingatlah bahwa fasilitas seperti restoran dan toilet hanya layanan selama periode liburan dan akhir pekan. jadi jika anda mengunjungi tempat ini di hari kerja silakan bersiaplah untuk membawa Anda sendiri makanan dan minuman.;7;3
538;Satya Santosa;Disarankan, sebelum anda memulai perjalanan, dan green bay Rajegwesi ini jauh dari 2 jam + banyuwangi tentang berkendara ke selatan. Bagian terakhir yang cukup menyakitkan, jalan yang buruk dengan permukaan berbatu yang dimulai dari sungai Lembu ptpn xii (perusahaan perkebunan di indonesia), pastikan kendaraan anda dan siap untuk pergi. Juga perhatikan bahwa ada perbedaan antara lokal dan turis internasional biaya masuk di taman nasional di indonesia.  Semua orang pergi ke green bay. Namun jarak untuk sampai ke sini cukup mudah. Tapi itu yang membuat pantai ini begitu tenang. Kami pergi di sini dari green bay, green bay sangat penuh dengan orang, tetapi tidak Rajegwesi.  ;7;3
539;Lingavin;tidak burukÉ;7;3
540;BasvdW;Benar sangat standar, tapi cukup untuk 1 malam;8;3
541;SeptiawanTravelerbwi;Saat menuju 8 jalan rusak tapi cuku extreme;8;2
542;Bambangtemanbermain;Natural place for education, Bisa melihat langsung penyu bertelur Dan anak penyu/tukik,Jalan menuju ke lokasi sangat natural ,bisa meliht hewan liar mencari makan d sepanjang jalan;8;1
543;harichef;Perjalanan jauh dan melelahkan melwati batu seperti offroad;8;2
544;ithanese;Perjalanan ke 8 menggunakan jasa tour dan travel. menggunakan mobil jeep kami melewati 2 sungai yang cukup besar namun masih bisa dilewati (tanpa jembatan). sepanjang perjalanan, kita akan melewati hutan, aneka tumbuhan kopi, cokelat, dll. sembari ke sukomade, kami mampir di produksi tradisional pembuatan gula aren yang masih asli tanpa pengawet dan pewarna.  di sini, kita banyak belajar mengenai konservasi penyu. mulai dari penetasan telur penyu sampai nanti membantu melepas tukik (anak penyu) jangan lupa untuk sering-sering bernafas yang dalam, menikmati oksigen alami.;8;3
545;Sifaul Q;kurang di kelola dengan baik seperti akses jalan 4 km jalan rusak padahal ini pantai yang indah;8;2
546;maxwunsharif;Pantainya g asyik bukan pantai asyik. airnya ga bersih.;8;2
547;Shemomedjamo;Saya menempuh jarak yang lumayan jauh dan juga jalan berliku untuk pergi ke pantai ini. Sesampainya saya di 8, Saya juga menikmati kunjungan ke penangkaran penyu dan malamnya berkesempatan mengamati penyu yang bertelur dari jauh. semoga usaha konservasi penyu di 8 mendapat sorotan lebih sehingga dapat lebih membantu usaha konservasi;8;3
548;RosihanFahmi;Pantai pasir hitam dengan akses yang tidak terlalu baik;8;2
549;301blue;"Luar biasa !!!! Bagi yg tdk suka adventure .perjln ini bs tdk menyenangkan....wild...berangkat dr stat kr.asem bwx..menggunakan four whell drive..petualangan d mulai...menyenangkan..menuju tamnas meru betiri..d suguhkan pemandangan yg sangat bagus.asri..padi.jagung .jajaran sengon hingga pohon2 karet yg miring..rumah2 penduduk setempat...jalanan dari mulus beraspal hingga makadam batu terjal dan melintasi dari sungai kecil hingga lebar..saat tiba d sungai lebar..kendr tdk bs d paksa menyebrang krn takut saat kembali tdk bs melintasi krn luapan air d musim hujan..olh krn itu bbrp rombongan termasuk kami..menggunakan ""getek""/perahu tambang..utk kmd d angkut truck ..petualangan k 2 dimulai lg..melewati hutan sub tropis..sungai2 kcil dan ranting2 yg menjulur hingga berkali2 harus merundukkan kpl sambil berpegangan d body truck..luar biasa !!!...tibalah kami 2 truck d loksi konservasi..ada 2 homestay kanan kiri ..lumayan bs buat istrht..d kelola scr sederhana termasuk kantin yg ada..mkn yg d sediakan ala masakan rumah...ada jg jagung bakar d mlm hari...pukul 21 .kmi berangkat k pantai.700 m lewat hutan hujan d dampingi petugas konservasi dan anggota2 nya yg sebelumnya d beri penjelasan yg HRS D TURUTI GUNA NENJAGA KELESTARIAN ALAM ..saat itu hujan..walau hutan ttp bs banjir..air menggenang 1/2 betis dewasa..tp PANTANG SURUT rombongan maju trs..dlm perjln.petugas konservasi menjelaskan ttg hutan hujan ini..ttg penyu..ttg pantai..TIDAK BLH BERISIK DAN KILATAN LAMPU ...LUAR BIASA !!..menunggu penyu hrs sabar..bs berbaring d pasir lembut...utk mengabadikan penyu TDK BLH DARI DPN KEPALA PENYU HARUS DR BLKG PENYU ( itupun mode infrared .tdk blh ada blitz)..esoknya kembali k pantai melepas tukik yg sangat lucu d sertai gerimis.. jam 9 perjln kembali melalui hutan hujan...yg penting adl TURUTI ATURAN DARI PETUGAS KONSERVASI .JANGAN SESEKALI MELANGGAR...!!!! AYO DUKUNG PESONA WISATA INDONESIA ...see u in next my adventure !!!! Wonderfull Indonesia..";8;3
550;widyatmoko_ari;Tahun baru kami sekeluarga dengan 3 anak remaja menghabiskan libur tahun baru di 8. Kami berangkat dari Kalibaru Cottage memanfaatkan paket tour yang ditawarkan... 8 tour... 2 hari 1 malam. Termasuk dalam paket tersebut adalah kendaraan four wheel drive... akomodasi dan konsumsi di rumah perkebunan, mampir di 1, teluk hijau dan pantai rajegwesi. Perjalanan melewati perkebunan karet, kopi dan coklat.... dengan jalan yang lumayan menantang untuk kendaraan 4X4 plus menyeberangi beberapa sungai tanpa jembatan.;8;3
551;Yulianto Dwi P;Pantai 8 merupakan rangkaian Pantai Selatan Pulau Jawa, atau Pantai yang sering dikunjungi setelah dari Pantai 1. Untuk menuju Pantai ini saya sarankan untuk memakai mobil 4 WD karena medan yang ditempuh dan rutenya cukup bervariasi mulai jalan aspal, jalan makadam,  dan jalan yang melewati sungai. Cocok bagi wisatawan yang suka petualangan karena akan memacu adrenalin kita.;8;3
552;Jane800;Mengecewakan pada kedatangan kami diberitahu bahwa kami tidak mungkin melihat kura-kura;8;2
553;YantiResia;Saya suka view pegunungan,hutan dan sawah disepanjang perjalanan menuju pantai 8.Hanya saja jalannya agak kurang enak.Namun semuanya itu akan terlupakan segera setelah Anda melihat pantai ini...yippiee;8;1
554;budiakhdas;Pertama kalinya liburan ke pantai 8....wisata sangat jauh dan meunju jalan yang rusak... indonesia kaya akan budaya dan keragaman semuanya..;8;2
555;Myx2017;Perasaan campur aduk tentang mengunjungi tempat ini;8;2
556;Rustama_Admaja;Terletak di Taman Nasional Meru Betiri, merupakan tempat penangkaran penyu terutama penyu hijau. Saat malam kita bisa melihat penyu bertelur dan pagi melepas tukik ke lautan. Sayangnya tempat ini lebih terkenal diluar negeri dibandingkan dalam negeri;8;1
557;almira martha;Pantainya bagus sayang kotor ;9;3
558;yoanitahurtz;Seperti di film2, saya mengitari pulau ini sekitar 1,5 jam dengan jalan kaki. Pasirnya putih. Terlihat pulau Bali sekaligus pulau Jawa. Bagus untuk semi petualangan.;9;1
559;Thoriqsyulton;Pulau tanpa penghuni yang sangat menyeramkan;9;2
560;Mas Yunus;Puncak keindahan pantai ada di sini. Tak perlu banyak waktu, cukup 20 menit berada di pulau 9 sudah cukup untuk berkeliling dan menikmati pesona pantai yang sesungguhnya. Tempat ini bikin penasaran.;9;1
561;tepas2000;pantainya indah dan alami, pasirnya putih dengan laut yang biru. suasananya tenang dan tidak banyak pengunjung wisatawan yang datang. untuk menyeberang hanya perlu waktu 20 menit dengan speed boat. namun pantainya agak kotor.;9;2
562;Halil I;Persoalan sampah menjadi masalah utama ODTW;9;2
563;Tuktuktea;Pasirnya yang putih, under water nya kereen, bersih asri. Sarana prasarana lengkap. Pelayanan tim nya bagus;9;1
564;hanumcandra;Alasan saya berangkat kebanyuwangi adalah pingin snorkling tapi ada yang saya lihat sampah plastik di terumbu karang, tolong diperhatikan kembali.;9;2
565;omahsundak;Memerlukan 30 menit dari banyuwangi menuju pulau 9,pulau yang tak berpenghuni tp cukup menyenangkan karena suasana.air lautnya cukup tenang untuk snorkeling.;9;1
566;lukassus26;Dengan perahu bermesin dan menerjang gulungan ombak, pulau tak berpenghuni dengan pasir putih dan panas dapat dijangkau, namun kembali ke daratan harus siap basah kuyup air laut;9;2
567;wisatawa;Pulau 9 merupakan pulau di ujung pulau jawa timur, pantainya banyak ubur ubur dan kotor;9;2
568;Donny I;Pulau ini saya kunjungi sesudah dari pulau menjangan, hanya ada pantai pasir putih dan ada mercusuar yang telah termakan kondisi alam... Entah pulau ini berpenghuni atau tidak tetapi di sekitar pulau ada penangkaran ikan hiu yang bisa dikunjungi;9;3
569;Pangastuti G;Sejauh mata memandang, birunya laut dan langit berpadu dengan pasir pantai membuat kami tak bosan mengambil berbagai macam foto. Hanya ada 1 kios kecil yang menyediakan minuman dan makanan instan untuk mengisi perut setelah snorkeling seharian.;9;1
570;Harib F;Ketika saya pergi ke sana tahun lalu, tidak banyak wisatawan yang berkunjung ke pulau ini. Selain karena tidak berpenduduk, perjalanan ke pulau ini butuh waktu sekitar 45 menit berperahu.;9;1
571;eviyulianti;Ada beberapa spot yang cocok untuk dijadikan background foto. Namun sayangnya pulau ini tidak terawat, banyak sampah berserakan sehingga terlihat kotor.;9;2
572;gerandis;Pantai yang seharusnya indah karena berpasir putih tapi menjadi tidak menarik karena banyak sampah. Saya berkunjung di musim yang tidak tepat, karena sedang musim ubur-ubur jadi tidak aman untuk berenang di Pantai.;9;2
573;safiralazuardy;When we arrived, the place was empty of people, clean, the water was clear blue like quarium! Sangat dekat dari kota, dapat dicapai dengan mobil dan motor, tidak yakin ada transportasi umum ke sini. Kita harus ke pantai bringsing dan menyeberang ke pulau ini menggunakan boat sekitar 15menit.;9;1
574;irham nur prase... W;Tempat wisata disini ramai pengunjung tapi banyak sampah berserakan di pesisir pantai;9;2
575;pulow;Pulau kecil tidak berpenghuni sepi banget jadi sedikt hati hati;9;2
576;RosihanFahmi;Pantainya masih bersih dengan pasir putih yang indah. Aksesnya memang hanya bisa ditempuh dengan naik boat, jadi biayanya juga agak mahal. Kalau bawa anak2 lebih bijak maen dipinggir saja karena kadang ada bulu babi dan ubur2 disekitar lautnya.;9;1
577;Didit P;"Paintai ini memiliki 2 warna air yang memiliki view yang cukup alami. Bibir pantai ini sangat panjang dengan pasir bersih berwarna putih. Bagi anda pecinta ""Snorckling"" tempat sangat cocok karena arusnya tidak begitu kuat dengan pemandangan bawah laut.";9;3
578;M F;Kalau snorkling harap berhati-hati dengan ubur-ubur yang ada disana.;9;2
579;Nuris_isw;Berkemah di pulau kecil tak berpenghuni bisa jadi pilihan saat jenuh dengan rutinitas, anda akan dapat sensasi berbaring dipinggir pantai yang sunyi, diiringi deburan ombak dan, transportasi menuju tempat ini juga cukup mudah, dari pusat kota Banyuwangi anda bisa naik angkutan umum kemudian turun di daerah 3, anda juga bisa nego dengan sopir angkutan umum untuk mengantarkan langsung ke lokasi penyeberangan, tarif perahu untuk ke pulau 9 antara 500-550 ribu rupiah;9;3
580;kartika d;Ga perlu jauh jauh ke maldives untuk menikmati pasir putih.. Di 9 ini kita dapat menikmati waktu untuk bersantai.. Jaraknya sekitar 45 menit dari pulau menjangan dan 45 menit dari 11.. Waktu yang paling tepat berkunjung adalah di sore hari.. Di pulau 9 ini bisa di jadikan tempat camping..;9;1
581;reny ;Smangat ya kawan .... aq jg sebel liat sampah berserakan ...Jgn hanya d 2 saja ... d PM byk 3 jg ....  Trima kasih smangat bersih2 nya ...;9;2
582;tamaraarf;Ini adalah daerah terpanas di Banyuwangi, untuk mencapai pulau ini diperlukan menyeberang dengan perahu, Pualu dengan pasrit putih, dan  hampir tidak terlihat terumbu karang, hanya ikan-ikan kecil, beberapa bintang laut dan teripang saja yang terlihat.;9;2
583;nurlaili;Saya mencapai pulau ini dari pelabuhan Watudodol, Banyuwangi. Karena masih relatif sepi, harga kapal relatif murah, tergantung skill menawar dengan awak kapal. Snorkling bisa dari pinggir pantai. Cukup dengan kacamata renang, tanpa snorkle dan masker kita sudah bisa mendapatkan pemandangan bawah laut yang indah, Jenis ikan dan terumbu karangnya cukup banyak dan bagus. Hanya saja di pulau ini tidak ada penjaganya, sehingga cukup banyak sampah dari pengunjung tidak bertanggung jawab. Tidak ada penjual makanan, sehingga disarankan membawa makanan sebelum menyebrang.;9;3
584;Liha L;"Kritik dan saran Jenis terumbu karang nya di perbanyak.. Jangan ada suara musik keras yg di ciptakan oleh pengunjung.. Agar suasana alam tdk terusik
";9;2
585;zein_ramadan;Jenis terumbu karang nya di perbanyak.. Jangan ada suara musik keras yg di ciptakan oleh pengunjung.. Agar suasana alam tdk terusik;9;2
586;Bromo Point T;Sayang agak kotor disana :(;9;2
587;Dwiyanfa;9 emang kotor dan banyak sampah banget;9;2
588;yayancarter;Butuh waktu 20 atau 25 menit dari Pulau Menjangan. Tampilannya bagus, ada gradasi warna dari pirus ke biru. Dulu tempat yang bagus untuk snorkeling tetapi terumbu karang masih dalam perawatan. Tapi ini tempat yang bagus untuk dikunjungi.;9;1
589;Brian-n-Genn;Perjalanan ke pulau ini sangat mahal, kami bisa menawar 400.000 Rp. Kami mengharapkan tempat untuk bersantai sedikit, bersantai di bawah matahari. Salah. Pada saat kunjungan kami, sampah tersebar di seluruh pulau (botol plastik dan kaca, sandal jepit, tas, bola lampu, pensil, dll.). Kami tidak tahu apakah mereka berasal dari arus atau jika orang-orang meninggalkan sampah mereka di sana. . . situasinya sangat tidak bisa dipercaya. . . Kami pergi ke pulau ini karena kami melihat komentar bagus tentang snorkeling, tetapi kami juga kecewa. Sebagian besar karang mati. . . Namun, kami melihat ular laut, ikan bintang, dan beberapa ikan. Bahkan jika kita melihat kehidupan laut yang indah, kami tidak akan merekomendasikan tempat ini. . . jangan kehilangan waktu dan uang Anda.;9;2
590;acuyouth;Sayangnya di beberapa bagian pantainya kotor krn sampah2 dr laut yg terdampar;9;2
591;Andinasp27;"Aku pergi di sini untuk snorkeling perjalanan snorkeling. Saya tidak bisa berkata-kata. Saya sarankan anda datang Ke sini Di 06 . 00 - 07. 00 A. M, 30 menit dari itu akan membawa 3 untuk 9. Pulau 9 adalah sebuah pulau kecil, Anda harus mengunjungi 3 Breeze pertama kemudian menyewa kapal untuk pergi ke 9. Ada paket yang ditawarkan oleh pemandangan di 3 petugas.  Btw, tempat snorkeling tidak indah seperti yang saya pikir, dan itu hanya standar dengan berbagai jenis ikan. Anda juga dapat mengunjungi ""rumah Apung 3"",  Karena itu kawasan konservasi hiu, Anda dapat langsung berinteraksi dengan bayi ikan hiu dan mereka tidak makan: P";9;3
592;Aiken Kurniawan;Saran: - Pergi menjelajahi pulau ada banyak tempat untuk melihat - Berputar-putar di sekitar 30 menit dari Pulau - Ada banyak tempat untuk melihat dan snorkeling - Tempat menyelam hanya meter dari pantai sekitar 500 - Jangan pergi saat cuaca sedang badai (dijamin tidak datang kembali).;9;1
593;cantiquelma;Pemandanganya di pulau ini biasa saja ;9;1
594;gspguntur;Pulau kecil. Anda dapat berjalan di sekitar itu. Warna laut yang biru. Masih di bawah air kehidupan. Akan kembali lagi!;9;1
595;Papa pelon;Saya benar-benar bingung bagaimana orang dapat menelepon hotel ini sebagai destinasi. Satu-satunya bagian yang menyenangkan dari perjalanan ini adalah naik perahu di sana yang adalah benar-benar indah. Selain itu, semua sampah di pulau ini. Ada beberapa air biru dan itu layak berenang tapi pantai adalah sampah. Sebagian besar pantai tepat di sekitar kota tidak layak di kunjungi;9;2
596;Baskoro;Pulau ini hanya berjarak 15 menit dari ketapang atau 60 menit dari Wonorejo dengan perahu. Tempat ini memiliki pantai berpasir putih dengan air bersih. Sayangnya, karena dari lokasi geografis (di tengah dari bali jalan) dan kelakuan buruk dari beberapa pengunjung, pulau ini kotor. Beberapa orang baik di pulau dan tidak ada fasilitas sanitasi.;9;2
597;Wulan_Dewi;Pulau kecil ini memiliki pantai pasir putih dan air yang jernih. Aku pergi ke sana dengan perahu tradisional, tidak menggunakan perahu, dari situbondo dari banyuwangi menurut saya tidak tur Baluran utama. Ini adalah perjalanan saya. Perjalanan yang menyenangkan, banyak objek untuk dilihat sepanjang jalan.  Untungnya saya dan keluarga saya tiba di pagi hari di sekitar pulau 06:30 sehingga menjadi milik kita :) . Aktivitas utama kami adalah snorkeling dan menjelajahi pulau. Sayangnya saya tidak memiliki waktu yang cukup untuk mengeksplorasi tempat ini.  Snorkeling di sana cukup menyenangkan. Mungkin ini bukan tempat terbaik untuk snorkeling, tapi bagus. Air bersih. Jika kita melakukan itu dekat dengan pantai kami bisa melihat beberapa ikan, tapi memiliki pemandangan yang lebih baik saat kami harus berenang di sekitar 10 meter. Cukup hemat karena ombak laut adalah tidak kuat, tapi lebih baik untuk menggunakan pelampung untuk keselamatan.  Pada hari saya mengunjungi, pantai ini tidak terlalu bersih menurut beberapa limbah tanaman, mirip dengan pantai kuta di bali di pagi hari ketika air laut pasang adalah sembunyikan. Mungkin karena pulau kosong dan tidak ada penjaga, sehingga tidak ada orang yang bertanggung jawab untuk membersihkan.  Ada dua sementara yang cenderung menjual makanan dan minuman. Sayangnya itu merusak lingkungan yang alami dari pantai. Dalam pendapat pribadi saya lebih baik pemerintah ban itu karena akan ada banyak sampah non organik. Saya sudah melihat beberapa di pantai. jadi sedih :( .  Sebenarnya ini adalah sebuah pulau yang indah. Tapi jika pemerintah tidak dapat mengantisipasi dan mengelola tempat ini serius dari sekarang, saya khawatir itu akan menjadi pulau yang kotor di masa depan.  Ketika kami meninggalkan pulau sekitar 9,00 beberapa kapal dengan banyak tamu tiba. jadi jika anda perlu untuk pergi ke pulau 9, lakukan sebelum 8,00 dan harap membawa anda sendiri makanan dan sampah tas kemudian membawa kembali ke tempat anda untuk menjaga pulau bersih.;9;1
598;Baskoro;Pulau yang indah itu berubah menjadi junk yard;9;3
599;Wulan_Dewi;Ini harus menjadi tempat yang lebih baik;9;2
600;Zahrul;Harganya terjangkau, tempatnya jauh tapi setimpal dengan pemandangannya, jadi rekomendasi banget buat kalian yang mau kesana hehe:v;10;3
601;Cindipermatasari;Berlibur ke teluk hijau saya merasa sangat senang dengan pemandangan saya dapatkan pantai yang bersih berpadir putih kita juga bisa melihat warna air laut yang kehijau hijauan dan sangat cantik;10;1
602;Rezady F;Pergi dgn istri, mertua dan anak saya usia 2 thn 10 bln.. pergi naik perahu dari rajegwesi seharga 35k utk PP.. pantai nya bagus, bersih, dan sepi.. pelayanan perahu ramah.. cm akses ke rajegwesi di 7 kilo terakhir cukup jelek jalurnya..;10;1
603;@riana;Sewaktu saya kesini sudah agak kesiangan dan kebetulan ombak sedang pasang sehingga tidak bisa naik perahu dan harus naik ojek dan trakking. Trakking kurang lebih setengah jam. Teluk hijaunya biasa saja.;10;2
604;Beautiful Java;Medan menuju pantai sangat rusak. Meski agak menantang untuk dapat sampai ke pantai tapi terbayarkan setelah sampai;10;2
605;Junidaputra;Air yang berwarna biru kehijauan, menambah pemandangan yang sudah indah menjadi sangat indah. Panorama yang alami, pasir yang putih menambah suasana menyenangkan.;10;1
606;diankoernia;Teluk yang tersembunyi, dimana hanya 2 cara menuju kesana : jalan kaki sejauh 1 km atau perahu 15 menit dengan ombak yang aduhai. Tidak ada signal, tidak ada penjual makanan. Bersih, tenang, damai, asli. Air laut berwarna hijau yang menenangkan, pasir putih, batu-batu. Indah pokoknya.;10;3
607;Handi W;Pantai Greenbay bisa ditempuh dengan berjalan kaki atau naik perahu nelayan. Masing masing memiliki pengalaman yang berbeda. Waktu berangkat kami berjalan kaki. Anak anak sangat senang bisa berjalan didalam hutan. Waktu pulang dengan perahu kami dapat menikmati memdang pantai dari lautan. Pantai yang sangat bagus dan sangat bersih;10;1
608;Wiwit B;Mengunjungi banyuwangi tak lengkap bila tak mengunjungi Teluk Hijau. Keistimewaan pantai ini karena air lautnya berwarna hijau di tepian kemudian membiru begitu ketengah lautan. Dengan pasir putih yang bersih, kalian seperti sedang berwisata di pantai Lombok dan Bali;10;1
609;Andry B;Pantai yang tersembunyi, mungkin karena akses jalan menuju pantai yang jauh & kurang bagus jadi wisatawan jadi malas untuk mengunjunginya. Tetapi pantai ini sangat bagus & bersih, pokoknya tidak menyesal kalau bermain air di pantai ini. Untuk menuju teluk hijau ada 2 akses, jalur darat & laut. Jalur darat Anda berjalan kaki sekitar 1km & jika jalur laut Anda bisa membayar 35rb/orang PP untuk diantar dengan perahu.;10;3
610;Islah M;Letaknya yg tersembunyi memberikan sensai berbeda, akan tetapi akses menuju kesana sudah mulai bagus dibanding pertama saya sampai di tempat ini dua tahun lalu. Untuk keindahanya masih tidak berkurang.. hamparan laut yg terlihat berwarna hijau membuat tenang yg melihat;10;1
611;utami214;Pantainya bagus bangett, berpasir putih. Banyak spot foto yg instagramable. Recommended bagi pecinta pantai;10;1
612;Rusdha Aulia;aku dulu kesana pilih jalur darat, yang pasti itu harus melewati bukit penuh pepohonan dan jalan yang terbilang terjal dan menantang. ;10;2
613;DiahCeka;untuk ke pantai ini ada dua pilihan bisa menggunakan kapal dengan biaya penyebrangan 35rb(belum termasuk parkir) atau trecking dengan hanya membayar parkir sebesar 5rb, untuk opsi tracking disarankan untuk memiliki fisik yang prima karna medan perjalanan yang di tempuh cukup melelahkan;10;3
614;Etha N;Letak berada dibalik bukit dr pantai Rajegwesi. Akses kesana dg perahu nelayan, harganya cukup murah hanya 35rb perorg. Pantainya masih alami, pasir putih. Tdk ada org berjualan dsna, sehingga sampah tidak terlalu banyak. Sayang sekali kesana disaat hujan, sehingga krg bisa mengekplore serta mengabadikan moment;10;1
615;dammer_thetraveler;Letak teluk indah tersembunyi di balik tebing tinggi dan hutan. Alhasil untuk menjangkaunya hanya ada 2 pilihan yakni treking naik turun bukit (sekitar 45-60 menit) dari desa Sarongan ataupun berperahu (hanya bisa dilakukan saat ombak tenang). Idealnya anda menggabungkan 2 opsi ini agar mendaptkan sensasi yang berbeda. Caranya berangkat dengan berjalan kaki/treking karena rutenya cenderung menurun otomatis lebih enteng. Baru sesudahnya pulangnya berperahu (memesan lebih dahulu kepada nelayan di pantai Rajegwesi). ;10;3
616;Tanzil A;Keren nan excotic dengan perjalanan yg sedikit melelahkan,di sarankan buat yg tidak kuat fisik naik perahu saja sambil menikmati pemandangan pantai...;10;1
617;Donny I;Green bay, wisata pantai yang begitu menakjubkan, dimulai dari medan yang sulit dijangkau dan tracking yang sangat melelahkan tetapi setelah sampai tempatnya sangat menakjubkan yang merupakan surga di kota banyuwangi__;10;3
618;Saiful J;Pantai yang ber warna hijou menjadi icon ter sediri..siapa saja yg meliat pasti terpana akan keindahan pantai serta panoramanya air pantai yg jernih serta pasir yg putih bersih membuat kita terkesima akan semuanya...datang saja dan buktikan sendiri;10;1
619;isywara p;Gila nih pantai. Jauh tersembunyi, masih perawan ting ting, walau sudah dijamah ratusan petualang. Airnya hijau. Suer! Mengundang diceburin. Terbayarlah perjalanan yang panjang, membosankan dan sulit dikasih Bonus pantai batu yang khas. Ada dua cara datang kesini. Naik perahu nelayan, atau jalan kaki naik turun gunung, dari Rajegwesi. Bergegaslah sebelum dilarang.;10;1
620;sabilalfareza;Akses jalan buat kesana itu susah dan cukup menyusahakan, perlu di bangun akses yang lebih memudahkan.;10;2
621;TommyRibuan88;Ditempuh sekitar perjalanan 3-4 jam menggunakan kendaraan dari kota Banyuwangi, akses jalan menuju lokasi sangat rusak tetapi semuanya akan terpuaskan ketika sampai di Pantai ini. Bersih karena masih terjaga dan mempesona.;10;1
622;Candranirukti;Teluk hijau adalah pantai yang tersembunyi, anda harus berjalan kaki sekitar 2 Km dari tempat parkir mobil menuju ke teluk ini. Pantai nya sangat sepi dengan air berearna hijau, ombak juga tidak terlalu tinggi. Namun akses ke pantai ini lumayan sulit, tidak ada transportasi umum. Anda harus melewati jalan tanah antar desa yang masih berbatu. Apabila cuaca mendukung, tidalah sia sia menempuh jarak yang jauh dan sulit.;10;3
623;jibbeni;Akses yg sulit, melewati jalan berbatu, menaiki bukit tp terbayar lunas ketika sampe pantai. Kondisi pantai masih beneran sepi jadi serasa pantai pribadi. Kami kesini ketika ada upacara petik laut jadi tidak bisa naik perahu dari pantai rajegwesi, kami harus melewati bukit untu sampai di surga tersembunyi ini.;10;1
624;Kepor R;Butuh waktu 30 sampai 1jam untuk sampai ke pantai teluk hijau. Didekat 7 menuju pantai dengan jalan yang rusak parah.;10;2
625;chandraw904;pantainya bagus bersih kayak masih belum di sentuh manusia sama sekali , cuma transportasinya aja agak sulit , sebenernya bisa sih pakai kapal , tapi kalau ada yang mau ngtrip agak susah jalannya .;10;1
